fecha,tipoOcupacion,autorizado,nodoInicio,nodoFin
2022-04-13,Talleres,false,3456,5109
2020-06-22,Talleres,false,3750,5008
2003-07-27,Clases,true,669,5099
2021-01-12,Examenes,false,2090,5065
2018-03-26,Reuniones,true,1255,5144
2015-02-04,Seminarios,true,709,5078
2021-04-10,Presentaciones,false,2871,4987
2022-04-01,Presentaciones,false,61,5111
2018-11-08,Talleres,false,539,5026
2022-03-02,Examenes,false,3321,5070
2017-12-20,Clases,false,3073,4998
2006-12-29,Presentaciones,false,1953,5013
2002-07-15,Seminarios,false,1170,5114
2002-08-05,Clases,true,147,4981
2015-12-08,Practicas,false,4005,5073
2003-12-28,Practicas,true,873,5128
2000-09-17,Conferencias,false,2939,5026
2015-02-28,Practicas,true,297,5125
2001-10-23,Conferencias,true,1664,5141
2010-01-30,Reuniones,false,66,5132
2003-09-17,Presentaciones,false,538,4991
2004-03-05,Examenes,true,4461,5141
2011-09-10,Clases,false,1521,5151
2009-04-21,Talleres,true,293,5081
2006-05-13,Practicas,true,1861,5149
2011-10-30,Clases,true,2741,5042
2020-02-28,Reuniones,false,3966,5101
2004-08-09,Entrevistas,false,1106,4985
2020-06-22,Practicas,false,2617,5024
2024-03-13,Talleres,false,3680,5005
2015-02-15,Presentaciones,false,3149,5121
2015-06-04,Examenes,false,3367,5123
2014-07-08,Entrevistas,false,2112,5040
2003-04-16,Reuniones,true,3403,5088
2014-01-27,Seminarios,false,1297,5100
2014-02-26,Entrevistas,false,2125,5102
2000-10-09,Presentaciones,true,1757,5000
2016-02-07,Entrevistas,false,1211,5071
2014-06-06,Reuniones,true,667,5077
2022-11-28,Conferencias,false,1341,5143
2003-04-17,Entrevistas,false,3530,5108
2021-08-15,Presentaciones,false,2141,5153
2000-11-19,Reuniones,true,1798,5022
2009-08-14,Seminarios,false,810,5074
2001-06-28,Conferencias,false,3460,5036
2002-01-30,Reuniones,true,2477,5120
2016-09-06,Examenes,false,2834,5090
2008-12-31,Conferencias,true,4391,5051
2013-03-16,Entrevistas,false,2963,5042
2014-02-10,Entrevistas,false,3682,5132
2020-10-18,Reuniones,false,249,5076
2010-10-10,Reuniones,false,1936,4994
2021-12-06,Talleres,false,1340,5036
2020-07-26,Conferencias,true,2450,5036
2016-03-04,Examenes,true,98,5049
2021-06-13,Practicas,true,1299,5102
2015-01-14,Entrevistas,true,3356,5033
2001-01-15,Seminarios,true,1006,5133
2013-06-24,Examenes,true,2468,5086
2006-06-13,Clases,false,4320,5112
2017-03-05,Examenes,false,2600,5133
2012-06-08,Practicas,false,3351,4995
2002-08-25,Seminarios,true,1736,4987
2008-12-07,Conferencias,true,4057,5144
2023-02-13,Seminarios,false,901,5000
2005-01-11,Entrevistas,false,660,5076
2003-08-21,Seminarios,true,3231,5105
2005-10-22,Seminarios,false,1257,4986
2014-11-13,Entrevistas,true,2451,5047
2007-10-03,Practicas,true,868,5004
2017-12-29,Presentaciones,false,544,5090
2014-06-10,Clases,false,3661,5150
2001-08-12,Conferencias,false,2456,5058
2012-09-02,Presentaciones,false,3595,5061
2016-01-02,Conferencias,false,2014,4990
2022-03-24,Practicas,false,3075,4977
2008-03-28,Seminarios,false,2588,4986
2020-07-26,Talleres,true,2807,5141
2024-01-10,Seminarios,false,3247,5154
2008-12-28,Conferencias,true,3101,5085
2016-12-02,Examenes,false,4446,4995
2014-07-14,Reuniones,true,3807,5083
2004-04-11,Examenes,true,1634,5045
2003-08-31,Practicas,false,2798,5096
2012-09-20,Examenes,false,1701,5148
2001-08-14,Reuniones,false,2450,5106
2005-02-11,Practicas,false,1558,5052
2017-12-16,Talleres,true,3400,5036
2020-06-16,Entrevistas,false,237,5088
2023-09-04,Practicas,false,979,5142
2008-02-22,Talleres,false,74,5060
2023-10-10,Conferencias,true,2932,4978
2019-06-06,Entrevistas,true,2118,5063
2019-04-16,Presentaciones,true,865,5122
2023-05-31,Examenes,true,3020,5043
2008-03-27,Practicas,true,1862,5063
2014-07-02,Entrevistas,false,3201,4992
2017-10-04,Conferencias,true,3656,5075
2007-01-25,Clases,false,1574,5070
2005-04-17,Entrevistas,false,840,5107
2020-02-15,Seminarios,true,774,5119
2013-02-11,Entrevistas,false,2587,4977
2009-11-15,Clases,true,3921,5133
2003-03-29,Presentaciones,true,374,5138
2010-07-24,Talleres,false,4134,5056
2018-06-09,Conferencias,true,3102,5118
2005-07-10,Seminarios,false,3047,5001
2009-01-22,Conferencias,true,2693,5096
2003-11-22,Seminarios,false,634,5018
2010-05-24,Presentaciones,false,1128,5048
2016-10-13,Talleres,true,3122,5067
2004-01-02,Conferencias,true,342,5016
2002-05-19,Examenes,false,1950,5118
2023-04-15,Practicas,false,2675,5100
2009-01-19,Conferencias,true,1130,5094
2011-01-01,Examenes,true,3582,5140
2014-09-04,Clases,true,3000,5074
2021-09-01,Seminarios,true,4323,5064
2016-04-14,Presentaciones,false,2528,5148
2009-06-24,Presentaciones,false,3157,5053
2015-09-27,Seminarios,false,2318,5044
2016-03-10,Presentaciones,false,2513,5066
2020-03-15,Conferencias,false,1342,5075
2005-05-02,Seminarios,false,893,5097
2004-06-10,Clases,true,1820,5084
2017-05-19,Conferencias,false,2811,5128
2001-01-28,Conferencias,false,2935,5063
2014-02-11,Presentaciones,true,418,4993
2016-07-29,Examenes,true,3723,4979
2010-03-27,Reuniones,true,3946,5053
2005-06-12,Seminarios,true,613,5087
2009-01-21,Conferencias,true,297,4979
2011-10-11,Talleres,true,52,5031
2013-08-24,Presentaciones,true,538,5040
2004-03-02,Reuniones,true,1073,5127
2005-08-11,Seminarios,true,3414,5144
2005-09-13,Practicas,false,2445,4992
2022-03-01,Entrevistas,false,1875,5092
2013-11-24,Reuniones,false,4351,5127
2013-03-06,Seminarios,true,1114,5029
2017-07-09,Entrevistas,true,3333,5109
2022-11-01,Practicas,false,1176,5127
2005-07-30,Reuniones,false,1966,5148
2013-10-26,Clases,true,893,5104
2009-05-27,Clases,true,496,5006
2009-10-10,Talleres,true,551,5002
2016-11-22,Practicas,false,3281,5046
2004-07-26,Talleres,false,1253,4997
2015-11-15,Entrevistas,true,2908,4997
2009-11-30,Examenes,false,4450,5128
2022-11-08,Entrevistas,false,1374,5058
2010-09-24,Seminarios,false,3455,5127
2016-05-09,Talleres,true,149,4986
2001-05-09,Conferencias,true,3457,4989
2014-12-03,Practicas,true,1161,5066
2016-10-10,Talleres,true,3456,5009
2004-08-15,Reuniones,true,557,5154
2001-05-28,Entrevistas,true,280,5085
2016-12-14,Examenes,false,47,5095
2014-09-18,Reuniones,true,1583,5114
2006-05-14,Presentaciones,true,2330,5155
2021-07-17,Presentaciones,true,198,5139
2004-10-30,Presentaciones,false,1887,5118
2010-03-21,Clases,false,1926,5013
2013-01-16,Seminarios,true,2443,4977
2006-06-26,Clases,false,2900,5002
2016-05-16,Talleres,true,1093,5148
2019-02-25,Presentaciones,true,2844,5153
2001-03-30,Practicas,true,1879,5022
2015-02-21,Practicas,true,3649,4994
2018-09-29,Talleres,true,2023,5125
2020-09-13,Clases,true,1306,4983
2016-05-15,Reuniones,true,3815,5111
2007-01-14,Examenes,true,2727,5119
2003-12-25,Seminarios,false,2511,5055
2009-10-30,Talleres,true,1236,5072
2017-03-09,Talleres,false,1949,5098
2008-06-21,Practicas,true,776,5152
2014-09-18,Talleres,false,4325,4980
2011-04-01,Clases,true,3657,5119
2010-01-08,Reuniones,false,3720,4987
2000-09-14,Examenes,false,2497,5095
2022-08-06,Presentaciones,true,1916,5135
2006-10-21,Practicas,true,2719,5047
2011-02-25,Presentaciones,false,2627,5075
2006-02-02,Examenes,true,1758,5044
2000-12-15,Presentaciones,false,1573,5020
2000-09-06,Entrevistas,true,1247,5003
2012-07-03,Seminarios,false,2968,4996
2002-08-30,Examenes,true,2688,5117
2023-12-27,Entrevistas,false,3487,5000
2015-09-28,Talleres,true,910,5121
2022-09-13,Examenes,false,2071,5036
2000-10-25,Practicas,false,2371,5075
2005-11-02,Practicas,true,1698,5060
2011-08-05,Conferencias,true,53,5126
2003-05-19,Practicas,true,1988,5021
2016-05-20,Examenes,true,4090,5008
2019-09-24,Reuniones,true,4036,4998
2004-07-28,Entrevistas,true,1795,5104
2003-03-23,Examenes,false,1730,5042
2010-03-18,Reuniones,true,1497,5142
2013-04-25,Reuniones,true,3297,4996
2017-07-19,Talleres,true,696,5143
2004-04-20,Seminarios,false,2639,5079
2015-07-05,Presentaciones,true,1534,4997
2004-12-24,Entrevistas,true,2597,5041
2003-11-05,Talleres,true,1449,5048
2015-06-30,Entrevistas,true,2834,5155
2014-07-25,Seminarios,true,338,5008
2023-10-28,Entrevistas,false,2466,5059
2009-01-03,Presentaciones,false,882,5152
2020-08-31,Practicas,true,3483,4979
2004-08-03,Reuniones,false,1946,5033
2008-09-15,Practicas,true,1498,5078
2016-09-22,Conferencias,false,1782,5010
2022-01-25,Seminarios,true,1674,5019
2011-11-22,Talleres,false,4245,5151
2015-12-08,Conferencias,false,1579,5036
2012-12-15,Talleres,true,2496,5155
2020-02-04,Seminarios,false,864,5085
2018-11-03,Practicas,true,4235,4983
2020-02-19,Conferencias,true,3175,4987
2019-01-16,Reuniones,false,3868,5093
2021-07-22,Clases,false,1395,5151
2016-05-04,Clases,true,4399,5009
2001-09-13,Practicas,true,884,5025
2005-07-18,Clases,false,166,5099
2021-10-30,Presentaciones,false,2538,5038
2011-10-29,Reuniones,false,860,5062
2010-02-22,Presentaciones,false,1576,5124
2002-10-29,Entrevistas,true,3771,5129
2007-11-01,Examenes,false,2110,5088
2021-11-12,Presentaciones,false,1150,5031
2004-01-20,Conferencias,true,184,5117
2000-11-06,Examenes,true,154,5077
2015-08-19,Entrevistas,false,1319,5036
2004-06-29,Examenes,false,836,5004
2022-09-21,Seminarios,true,592,5154
2007-08-05,Talleres,true,677,5140
2000-07-12,Practicas,false,662,5007
2011-10-31,Reuniones,false,2056,5141
2020-07-26,Practicas,false,2264,5105
2018-02-20,Reuniones,true,3018,5019
2009-05-05,Clases,false,3978,5098
2001-09-01,Seminarios,true,1371,5036
2023-03-13,Conferencias,true,512,5001
2007-10-17,Practicas,true,1430,5075
2000-01-11,Reuniones,false,526,5035
2008-02-28,Reuniones,false,445,5009
2004-07-16,Examenes,true,3293,4988
2013-11-22,Conferencias,false,3928,5084
2001-07-25,Seminarios,false,4204,5061
2004-08-05,Seminarios,false,512,5133
2022-06-26,Entrevistas,false,2184,4995
2022-07-09,Practicas,false,390,5118
2015-07-18,Clases,true,1098,4994
2008-01-27,Reuniones,false,1393,5026
2008-08-08,Conferencias,false,3816,5092
2019-02-28,Conferencias,true,152,5139
2018-07-07,Presentaciones,false,1219,5109
2003-04-21,Seminarios,false,467,5047
2022-06-23,Reuniones,false,4115,5151
2001-12-19,Practicas,false,1731,5034
2007-09-25,Presentaciones,false,2235,5024
2012-09-08,Entrevistas,false,3977,4978
2005-12-05,Reuniones,true,82,5048
2008-10-15,Entrevistas,false,2736,5075
2008-07-08,Presentaciones,true,1478,5023
2019-12-11,Presentaciones,true,1242,5068
2016-11-14,Clases,true,915,5079
2017-06-11,Practicas,false,2360,5141
2001-02-03,Seminarios,true,4328,5147
2019-07-21,Conferencias,false,1540,4977
2021-12-20,Examenes,true,4199,5112
2019-09-10,Seminarios,true,2304,5149
2022-04-14,Practicas,true,1264,5066
2007-08-06,Reuniones,false,2655,5156
2003-07-30,Presentaciones,false,1314,4984
2012-04-20,Entrevistas,true,3013,4992
2016-03-15,Examenes,false,2046,5054
2006-08-19,Talleres,false,2972,5152
2007-12-27,Examenes,true,1773,5030
2015-09-24,Reuniones,false,1358,5010
2017-01-19,Clases,true,1542,5066
2011-01-13,Talleres,false,458,5116
2013-11-19,Practicas,true,889,5091
2001-04-11,Talleres,false,4193,5115
2019-01-14,Practicas,true,1216,4997
2023-02-12,Practicas,true,4331,5152
2022-05-21,Examenes,false,3315,5154
2023-10-15,Reuniones,false,3348,5005
2019-09-16,Practicas,false,3389,5018
2013-06-14,Conferencias,false,2013,5049
2006-11-16,Examenes,true,75,5071
2000-03-29,Practicas,false,2764,5029
2001-06-23,Examenes,true,390,5080
2002-02-18,Examenes,false,3971,4986
2010-02-28,Seminarios,false,1245,5146
2008-10-04,Entrevistas,false,2843,4992
2011-12-20,Seminarios,true,3560,5062
2023-01-13,Entrevistas,true,4090,5113
2023-03-25,Entrevistas,true,2650,5079
2006-08-11,Examenes,false,1792,5046
2010-04-19,Practicas,false,2802,5115
2020-11-20,Seminarios,false,339,5043
2024-02-05,Presentaciones,true,1317,4980
2000-03-08,Seminarios,false,664,5153
2010-01-04,Clases,true,3454,5000
2014-12-14,Reuniones,true,2816,5031
2010-05-08,Conferencias,false,2131,4983
2005-04-08,Presentaciones,true,3635,5001
2003-05-15,Talleres,true,1173,5070
2019-03-08,Examenes,true,2205,5140
2008-09-06,Clases,false,1435,5033
2002-07-05,Practicas,true,2875,4993
2015-12-18,Entrevistas,false,1420,5082
2022-01-13,Clases,true,513,4996
2021-07-04,Seminarios,false,1394,5096
2020-06-01,Practicas,true,1614,5024
2018-08-14,Clases,false,3471,5088
2018-03-05,Examenes,false,1262,5136
2018-05-10,Clases,false,2732,4983
2016-06-23,Seminarios,false,1067,5070
2001-06-12,Reuniones,true,156,5084
2016-07-07,Clases,false,2373,5014
2008-12-28,Conferencias,true,2341,5018
2020-01-20,Seminarios,false,2475,5123
2021-02-06,Talleres,true,3243,5007
2001-04-22,Seminarios,true,484,5029
2021-09-19,Talleres,true,2438,5087
2014-08-11,Clases,true,3991,5118
2009-01-20,Reuniones,true,1207,4980
2023-06-12,Examenes,true,710,5032
2018-05-03,Seminarios,true,3843,5152
2014-09-05,Clases,true,2742,5043
2018-03-17,Reuniones,true,2625,5039
2016-01-15,Presentaciones,false,2291,5107
2008-06-07,Practicas,true,4349,5056
2017-05-22,Presentaciones,true,385,5071
2009-01-19,Examenes,false,2780,5024
2021-09-16,Entrevistas,false,2137,5046
2019-03-02,Conferencias,true,3428,5005
2001-11-08,Seminarios,false,4003,5036
2011-06-09,Entrevistas,false,1328,5025
2018-12-15,Seminarios,false,1611,5069
2004-02-29,Entrevistas,true,1414,4977
2008-09-19,Entrevistas,false,2260,4977
2016-04-12,Entrevistas,false,2269,5047
2000-11-10,Talleres,true,3652,4989
2003-12-09,Examenes,false,2166,4986
2012-06-25,Conferencias,true,3247,5140
2010-03-05,Entrevistas,false,2504,5093
2001-06-29,Seminarios,false,1311,5146
2002-08-09,Talleres,false,287,5113
2004-01-10,Talleres,false,1404,5041
2020-02-10,Conferencias,true,3678,5028
2008-12-05,Clases,false,1965,5074
2017-08-04,Conferencias,false,63,5068
2014-04-18,Entrevistas,true,1366,5006
2011-05-03,Conferencias,true,2198,5033
2021-04-29,Examenes,true,1478,5036
2018-06-14,Seminarios,false,1127,5153
2005-08-21,Presentaciones,true,3685,4983
2008-03-09,Conferencias,true,2437,5089
2020-09-28,Entrevistas,false,2900,5055
2001-12-03,Entrevistas,false,447,5101
2023-03-08,Examenes,false,2974,4979
2008-02-22,Practicas,true,3300,5073
2012-02-22,Conferencias,false,2677,5007
2004-04-03,Seminarios,false,2995,4992
2013-10-03,Conferencias,false,2100,5085
2005-07-08,Entrevistas,false,379,5009
2010-04-26,Entrevistas,true,477,5154
2022-01-26,Reuniones,true,674,4990
2008-02-28,Conferencias,false,4464,5044
2023-12-10,Examenes,false,661,5136
2023-05-15,Examenes,false,1856,4989
2023-12-02,Talleres,false,1777,5046
2016-08-26,Conferencias,true,1238,5143
2023-02-11,Examenes,false,1995,4999
2011-03-21,Entrevistas,false,1141,5150
2018-10-14,Practicas,true,618,5079
2008-07-04,Practicas,true,742,5128
2000-12-17,Entrevistas,true,3174,5008
2021-02-18,Talleres,false,2641,5073
2020-08-06,Presentaciones,false,2139,5021
2017-12-30,Seminarios,false,316,5025
2023-01-12,Clases,false,4236,5076
2008-12-29,Conferencias,true,2580,5060
2021-03-21,Talleres,true,313,4984
2022-03-06,Presentaciones,true,562,5141
2024-02-14,Entrevistas,true,443,5102
2011-05-14,Presentaciones,false,1793,5146
2023-03-05,Conferencias,true,4296,5138
2000-03-03,Examenes,false,4010,5132
2008-08-12,Talleres,false,3598,5011
2021-04-02,Reuniones,false,1834,5113
2009-08-13,Conferencias,true,685,5055
2002-07-19,Clases,false,2796,5079
2008-12-22,Reuniones,false,3814,5087
2008-03-15,Presentaciones,true,3896,5014
2009-02-04,Presentaciones,false,3826,5090
2013-07-07,Presentaciones,false,4086,5005
2006-02-12,Presentaciones,true,1029,5059
2008-08-05,Presentaciones,true,4038,5088
2017-02-07,Practicas,false,3149,5075
2008-12-07,Reuniones,false,4007,5109
2002-05-15,Clases,false,1594,5082
2015-12-07,Clases,false,3692,5036
2021-10-12,Conferencias,false,289,5090
2009-09-08,Examenes,true,3932,5007
2003-07-31,Clases,true,1164,4989
2021-12-20,Examenes,false,2417,5110
2017-03-19,Clases,false,809,5080
2001-07-24,Clases,true,1074,5038
2007-09-19,Clases,true,4458,5010
2023-12-18,Conferencias,true,1380,5006
2013-05-19,Presentaciones,true,2524,5012
2004-08-11,Practicas,true,3439,5013
2019-04-07,Conferencias,true,4173,5053
2001-08-10,Presentaciones,true,694,5082
2000-11-23,Seminarios,true,198,5073
2013-05-25,Clases,false,1303,5036
2023-10-04,Conferencias,true,428,5116
2019-02-02,Presentaciones,true,3904,5029
2011-08-01,Talleres,false,4052,5028
2011-05-09,Talleres,false,2977,5054
2019-03-31,Seminarios,false,3949,4978
2018-06-03,Clases,true,3678,4979
2021-08-29,Seminarios,true,3116,5008
2021-06-20,Practicas,true,1258,5093
2016-09-11,Reuniones,false,33,5081
2016-10-24,Entrevistas,true,3430,5080
2013-10-31,Reuniones,false,1867,5091
2017-07-01,Entrevistas,true,758,5069
2005-05-02,Talleres,true,269,5029
2002-04-10,Examenes,false,3580,5042
2016-08-13,Clases,false,4063,5010
2017-10-22,Clases,true,2636,5016
2011-11-11,Seminarios,true,2533,5085
2010-05-13,Conferencias,false,3214,5036
2015-06-07,Practicas,true,206,5119
2009-10-29,Talleres,true,4125,5145
2008-11-23,Practicas,false,4042,5054
2001-06-15,Clases,true,1610,5102
2020-07-27,Practicas,false,2379,5029
2021-04-10,Seminarios,false,1132,5016
2014-01-25,Seminarios,true,3076,5042
2010-01-19,Talleres,true,3031,5085
2013-05-02,Clases,true,3731,5131
2013-12-04,Practicas,false,2032,5154
2024-03-14,Conferencias,false,1766,5145
2020-08-14,Reuniones,false,1419,5114
2013-12-23,Examenes,true,2466,5046
2005-02-13,Entrevistas,true,1095,5137
2011-08-11,Presentaciones,false,4015,4990
2005-07-12,Conferencias,false,922,5046
2001-01-15,Examenes,true,3427,5048
2022-10-08,Entrevistas,true,3113,5104
2012-02-14,Entrevistas,true,3889,5114
2000-03-03,Examenes,true,4355,5021
2010-01-21,Talleres,true,1173,5134
2024-01-20,Clases,false,4160,5016
2005-06-04,Seminarios,true,3497,5156
2016-01-09,Practicas,false,3612,5018
2012-01-28,Seminarios,true,3731,4996
2016-10-25,Examenes,true,0,5133
2019-06-12,Reuniones,false,4086,5028
2016-09-08,Presentaciones,false,1229,5132
2001-06-19,Conferencias,true,1210,4993
2012-05-09,Reuniones,false,719,5056
2015-12-26,Reuniones,true,3557,5080
2022-09-03,Seminarios,true,948,4995
2023-01-13,Examenes,true,2685,5010
2002-07-28,Seminarios,true,2773,4978
2019-09-24,Conferencias,true,1913,5153
2007-12-16,Talleres,true,3230,5072
2016-06-04,Examenes,true,2725,5126
2014-09-04,Entrevistas,false,1347,5146
2010-09-19,Talleres,true,1647,5085
2015-03-21,Seminarios,true,1238,5053
2016-11-27,Reuniones,false,1488,4998
2012-04-18,Conferencias,true,4150,5133
2012-08-28,Clases,false,1540,5027
2002-03-03,Reuniones,false,3016,5149
2016-12-14,Seminarios,false,3126,5052
2014-11-13,Conferencias,false,3494,5081
2020-04-10,Talleres,true,3049,5150
2017-04-11,Talleres,false,1106,4998
2013-11-20,Conferencias,false,2496,5049
2013-04-06,Conferencias,false,539,5045
2010-04-21,Entrevistas,false,18,4988
2021-04-18,Presentaciones,false,4453,5090
2014-10-16,Conferencias,false,1207,5102
2009-07-06,Presentaciones,true,484,5083
2016-02-09,Practicas,true,2157,5021
2003-06-28,Talleres,true,842,5029
2018-01-26,Seminarios,true,2648,5067
2024-02-02,Presentaciones,true,1198,5028
2008-09-18,Examenes,true,3759,5051
2015-11-21,Presentaciones,true,4458,5114
2011-08-20,Presentaciones,false,450,5015
2021-05-19,Conferencias,true,2080,5131
2001-05-23,Presentaciones,true,4204,4999
2000-07-24,Reuniones,false,2593,5076
2018-05-16,Presentaciones,true,2461,5068
2018-11-12,Entrevistas,true,3425,5088
